index,ID,label
201,201108222227,1
202,201108222228,1
203,201108222231,1
204,201108222232,1
205,201108222233,1
206,201108222234,1
207,201108222235,1
208,201108222236,1
209,201108222237,1
210,201108222238,1
211,201108222241,1
212,201108222242,1
213,201108222243,1
214,201108222244,1
215,201108222245,1
216,201108222246,1
217,201108222247,1
218,201108222248,1
219,201108222251,1
220,201108222252,1
221,201108222253,1
222,201108222254,1
223,201108222255,1
224,201108222256,1
225,201108222257,1
226,201108222258,1
227,203_1308162026258_B,1
228,203_1308162026258_C1,1
229,203_1308162026258_D,1
230,204_1308159229275_B,1
231,211_1308163238707_C,1
232,223_1308337062581_D,1
233,231_1308748318393_A,1
234,239_1309195730333_B,1
235,239_1309195730333_C,1
236,240_1309196119795_B,1
237,240_1309196119795_C,1
238,240_1309201366049_B,1
239,240_1309201366049_C,1
240,240_1309201366049_D,1
241,242_1309197394064_B,1
242,242_1309197394064_D,1
243,243_1309197760898_B,1
244,243_1309197760898_C,1
245,244_1309198148498_B,1
246,245_1309200438094_B,1
247,248_1309201683806_A,1
248,248_1309201683806_C,1
249,254_1309350589009_A,1
250,254_1309350589009_A1,1
251,254_1309350589009_C,1
252,254_1309350589009_D,1
253,272_1309370164386_C,1
254,276_1311162716489_C,1
255,281_1311165683454_A,1
256,281_1311165683454_B,1
257,281_1311165683454_D,1
258,287_1311170903290_C,1
259,288_1311164615284_B1,1
260,288_1311164615284_C,1
261,288_1311164615284_D,1
262,292_1311185449649_B,1
263,292_1311185449649_C,1
264,292_1311185449649_D,1
265,293_1311680805936_B1,1
266,293_1311680805936_C,1
267,293_1311680805936_D,1
268,101_1305030823364_B,-1
269,101_1305030823364_E,-1
270,103_1305031931979_B,-1
271,103_1305031931979_D1,-1
272,103_1305031931979_D2,-1
273,103_1305031931979_D3,-1
274,104_1305032492469_A,-1
275,105_1305033453095_A,-1
276,105_1305033453095_C,-1
277,106_1306776721273_A,-1
278,106_1306776721273_B1,-1
279,106_1306776721273_C1,-1
280,106_1306776721273_C2,-1
281,106_1306776721273_D1,-1
282,106_1306776721273_D2,-1
283,107_1305654946865_A,-1
284,107_1305654946865_C1,-1
285,108_1305654420093_A,-1
286,108_1305654420093_B,-1
287,109_1305653646620_A,-1
288,109_1305653646620_C,-1
289,109_1305653972028_A,-1
290,109_1305653972028_C,-1
291,109_1305653972028_E,-1
292,109_1305653972028_F,-1
293,110_1305655332337_A,-1
294,110_1305655332337_B,-1
295,113_1306244002866_A,-1
296,113_1306244002866_B,-1
297,113_1306244002866_D,-1
298,115_1306259437619_A1,-1
299,115_1306259437619_B,-1
300,115_1306259437619_C,-1
301,117_1306262456650_A,-1
302,117_1306262456650_B,-1
303,117_1306262456650_C,-1
304,117_1306262456650_D,-1
305,118_1306262335509_B,-1
306,118_1306262335509_C1,-1
307,118_1306262335509_D,-1
308,121_1306263877235_A,-1
309,121_1306263877235_C,-1
310,121_1306263877235_D,-1
311,123_1306331925797_B,-1
312,123_1306331925797_C,-1
313,125_1306332456645_A1,-1
314,125_1306332456645_A2,-1
315,125_1306332456645_B,-1
316,125_1306332456645_B1,-1
317,125_1306332456645_C,-1
318,125_1306332456645_D,-1
319,126_1306777102824_B,-1
320,126_1306777102824_C,-1
321,126_1306777102824_D,-1
322,127_1306764300147_A,-1
323,127_1306764300147_B,-1
324,127_1306764300147_C1,-1
325,127_1306764300147_D1,-1
326,128_1306344005749_B,-1
327,128_1306344005749_D,-1
328,128_1306344005749_D1,-1
329,129_1306344506305_A,-1
330,129_1306344506305_B1,-1
331,129_1306344506305_C,-1
332,129_1306344506305_D,-1
333,129_1306344506305_D1,-1
334,130_1306347376079_B,-1
335,130_1306347376079_C,-1
336,132_1306758754432_B1,-1
337,132_1306758754432_C,-1
338,133_1306759619127_A,-1
339,133_1306759619127_A1,-1
340,133_1306759619127_B,-1
341,133_1306759619127_B1,-1
342,133_1306759619127_C,-1
343,133_1306759619127_D,-1
344,133_1306759619127_D1,-1
345,134_1306428161797_B1,-1
346,134_1306428161797_C,-1
347,134_1306428161797_C2,-1
348,134_1306428161797_D,-1
349,134_1306428161797_D1,-1
350,136_1306429977501_B,-1
351,136_1306429977501_C,-1
352,136_1306429977501_D1,-1
353,137_1306764999211_A1,-1
354,137_1306764999211_A2,-1
355,137_1306764999211_B,-1
356,137_1306764999211_C,-1
357,137_1306764999211_C1,-1
358,137_1306764999211_D,-1
359,137_1306764999211_D1,-1
360,138_1306762146980_A,-1
361,138_1306762146980_D,-1
362,139_1306519274653_A,-1
363,139_1306519274653_D,-1
364,140_1306519735121_A,-1
365,140_1306519735121_B,-1
366,140_1306519735121_C,-1
367,140_1306519735121_D1,-1
368,141_1306520154450_A1,-1
369,141_1306520154450_B,-1
370,141_1306520154450_B1,-1
371,141_1306520154450_C,-1
372,141_1306520154450_C1,-1
373,142_1306763049574_A,-1
374,142_1306763049574_B,-1
375,142_1306763049574_D,-1
376,143_1306763822290_A,-1
377,143_1306763822290_B,-1
378,143_1306763822290_C,-1
379,144_1306522408528_A1,-1
380,144_1306522408528_C,-1
381,145_1307987561278_B,-1
382,145_1307987561278_C,-1
383,146_1306778707532_A,-1
384,146_1306778707532_B,-1
385,146_1306778707532_D,-1
386,146_1306778707532_D1,-1
387,146_1306778707532_D2,-1
388,146_1306778707532_D3,-1
389,146_1306778707532_D4,-1
390,147_1306523973811_A,-1
391,147_1306523973811_B,-1
392,147_1306523973811_C,-1
393,148_1306768801551_C1,-1
394,148_1306768801551_D2,-1
395,149_1306776016110_A,-1
396,149_1306776016110_B,-1
397,149_1306776016110_C1,-1
398,150_1306776340746_A,-1
399,150_1306776340746_B,-1
400,150_1306776340746_C,-1
401,151_1306779785624_A,-1
402,151_1306779785624_C,-1
403,151_1306779785624_D,-1
404,152_1306779561195_B1,-1
405,152_1306779561195_C1,-1
406,152_1306779561195_D,-1
407,153_1306848820671_A,-1
408,153_1306848820671_B,-1
409,153_1306848820671_B1,-1
410,153_1306848820671_D1,-1
411,154_1306935608852_A1,-1
412,154_1306935608852_B,-1
413,154_1306935608852_B1,-1
414,154_1306935608852_C,-1
415,154_1306935608852_D,-1
416,155_1306935902813_A,-1
417,155_1306935902813_B1,-1
418,155_1306935902813_C,-1
419,157_1306937583792_A,-1
420,157_1306937583792_B,-1
421,158_1306947254705_B1,-1
422,158_1306947254705_B2,-1
423,158_1306947254705_D,-1
424,159_1307018640315_A,-1
425,159_1307018640315_A1,-1
426,159_1307018640315_B,-1
427,159_1307018640315_B1,-1
428,159_1307018640315_B2,-1
429,159_1307018640315_C1,-1
430,163_1307104470471_D1,-1
431,167_1307111318050_A,-1
432,167_1307111318050_A1,-1
433,167_1307111318050_B,-1
434,167_1307111318050_C,-1
435,168_1307970069434_A,-1
436,168_1307970069434_A1,-1
437,168_1307970069434_A2,-1
438,169_1307970398039_A,-1
439,169_1307970398039_C,-1
440,170_1307970562729_A,-1
441,170_1307970562729_B,-1
442,170_1307970562729_C,-1
443,170_1307970562729_C1,-1
444,172_1307971284351_A,-1
445,172_1307971284351_B,-1
446,172_1307971284351_B1,-1
447,173_1307973611151_B,-1
448,173_1307973611151_C,-1
449,173_1307973611151_C1,-1
450,174_1307987737137_B,-1
451,174_1307987737137_B1,-1
452,175_1307987962616_B,-1
453,175_1307987962616_B1,-1
454,175_1307987962616_D,-1
455,176_1307988171173_A,-1
456,176_1307988171173_B,-1
457,176_1307988171173_B1,-1
458,176_1307988171173_D,-1
459,177_1307989650056_A1,-1
460,177_1307989650056_B,-1
461,177_1307989650056_D,-1
462,177_1307989650056_D1,-1
463,178_1307989887769_B,-1
464,178_1307989887769_B1,-1
465,178_1307989887769_D,-1
466,179_1307990076841_B,-1
467,179_1307990076841_D,-1
468,180_1307990956284_A,-1
469,180_1307990956284_C,-1
470,181_1308052613891_A,-1
471,181_1308052613891_B,-1
472,181_1308052613891_D,-1
473,182_1308053371395_B,-1
474,183_1308072703477_B,-1
475,183_1308072703477_C,-1
476,184_1308073010307_B,-1
477,184_1308073010307_D,-1
478,186_1308073648738_C1,-1
479,186_1308073648738_D,-1
480,188_1308074301731_A,-1
481,188_1308074301731_C,-1
482,188_1308074301731_D,-1
483,189_1308075231945_A1,-1
484,190_1308076920011_C1,-1
485,190_1308076920011_D,-1
486,191_1308077299430_B,-1
487,194_1308139824187_A,-1
488,194_1308139824187_A1,-1
489,194_1308139824187_C,-1
490,198_1308141739338_C,-1
491,198_1308141739338_D,-1
492,201101070538,-1
493,201101110659,-1
494,201101151127,-1
495,201102081033,-1
496,201102081152,-1
497,201102081321,-1
498,201102200848,-1
499,201102201230,-1
500,201102260502,-1
501,201102270940,-1
502,201103011036,-1
503,201103090635,-1
504,201103101140,-1
505,201103140132,-1
506,201103140135,-1
507,201103140236,-1
508,201103140822,-1
509,201103151912,-1
510,201103170121,-1
511,201103201314,-1
512,201103221214,-1
513,201103241336,-1
514,201104122156,-1
515,201104141251,-1
516,201105011626,-1
517,201105021654,-1
518,201105021804,-1
519,201105151450,-1
520,201106111136,-1
521,201106111419,-1
522,201106151236,-1
523,201106210943,-1
524,201106211725,-1
525,201106221418,-1
526,201106221450,-1
527,201108011111,-1
528,201108011112,-1
529,201108011113,-1
530,201108011114,-1
531,201108011115,-1
532,201108011116,-1
533,201108011117,-1
534,201108011118,-1
535,201_1308144942432_A,-1
536,201_1308144942432_A1,-1
537,202_1308145175747_C,-1
538,202_1308145175747_D,-1
539,204_1308159229275_C,-1
540,204_1308159229275_D,-1
541,206_1308159601959_C,-1
542,207_1308159792607_C,-1
543,207_1308159792607_D,-1
544,208_1308159994503_C,-1
545,209_1308162216750_A,-1
546,209_1308162216750_A1,-1
547,210_1308162935880_B,-1
548,210_1308162935880_B1,-1
549,210_1308162935880_D1,-1
550,210_1308162935880_D2,-1
551,213_1308245263936_C,-1
552,214_1308245489717_A,-1
553,215_1308245664733_C,-1
554,215_1308245664733_C1,-1
555,216_1308245839516_C,-1
556,216_1308245839516_D,-1
557,217_1308246111629_C,-1
558,217_1308246111629_C1,-1
559,218_1308246311449_C,-1
560,218_1308246311449_C1,-1
561,220_1308250132896_C,-1
562,220_1308250132896_D,-1
563,224_1308337157445_C,-1
564,227_1308594233667_B,-1
565,227_1308594233667_C,-1
566,230_1308595300880_B,-1
567,230_1308595300880_C,-1
568,232_1308748524018_A,-1
569,232_1308748524018_B,-1
570,232_1308748524018_B1,-1
571,232_1308748524018_C,-1
572,232_1308748524018_D1,-1
573,234_1308748855534_B,-1
574,235_1308749032454_C,-1
575,235_1308749032454_D,-1
576,238_1309194586293_A,-1
577,238_1309194586293_B,-1
578,246_1309199278902_D,-1
579,250_1309202496494_A,-1
580,250_1309202496494_B,-1
581,252_1309203336604_B,-1
582,256_1309351470137_A,-1
583,258_1309352253234_A,-1
584,258_1309352253234_C,-1
585,260_1309353164458_C,-1
586,261_1309353556003_B,-1
587,262_1309355283807_A,-1
588,264_1309356143724_B,-1
589,264_1309356143724_C,-1
590,264_1309356143724_D,-1
591,267_1309368735165_A,-1
592,270_1309369533040_A,-1
593,270_1309369533040_B,-1
594,270_1309369533040_C,-1
595,271_1309369876160_A,-1
596,271_1309369876160_C,-1
597,271_1309369876160_D,-1
598,273_1309370841191_B,-1
599,274_1311075637574_A1,-1
600,274_1311075637574_B,-1
601,274_1311075637574_B1,-1
602,274_1311075637574_D,-1
603,278_1311163365896_A,-1
604,278_1311163365896_A1,-1
605,278_1311163365896_B,-1
606,280_1311165195344_A,-1
607,282_1311166081161_C,-1
608,283_1311167409239_A,-1
609,284_1311168471850_A,-1
610,284_1311168471850_B,-1
611,285_1311169246969_C,-1
612,286_1311170606028_A,-1
613,286_1311170606028_A1,-1
614,286_1311170606028_B1,-1
615,286_1311170606028_C,-1
616,290_1311182875320_A,-1
617,291_1311185210672_A,-1
618,294_1311681084248_A,-1
619,294_1311681084248_B,-1
620,294_1311681084248_D1,-1
621,295_1311682673157_D,-1
622,296_1311682952647_A1,-1
623,296_1311682952647_A2,-1
624,296_1311682952647_C,-1
625,296_1311682952647_D,-1
626,298_1311685888900_B,-1
627,299_1311770522820_C,-1
628,300_1311772096120_C1,-1
629,2011040239,1
630,201105011546,-1
631,101_1305030823364_A,-1
632,101_1305030823364_D,1
633,101_1305030823364_F,-1
634,103_1305031931979_A,-1
635,103_1305031931979_C,-1
636,105_1305033453095_B,-1
637,105_1305033453095_D,-1
638,106_1306776721273_B,-1
639,106_1306776721273_D,-1
640,107_1305654946865_B,-1
641,107_1305654946865_D,-1
642,108_1305654420093_C,-1
643,109_1305653646620_B,-1
644,109_1305653646620_D,-1
645,109_1305653972028_B,-1
646,109_1305653972028_D,-1
647,110_1305655332337_D,-1
648,112_1306243000964_C,1
649,113_1306244002866_C,-1
650,115_1306259437619_D,-1
651,116_1306258689913_B,1
652,117_1306262456650_B1,-1
653,118_1306262335509_A,-1
654,118_1306262335509_A1,-1
655,118_1306262335509_C2,-1
656,121_1306263877235_B,-1
657,122_1306325762831_A,1
658,122_1306325762831_B,1
659,123_1306331925797_A,-1
660,123_1306331925797_D,-1
661,125_1306332456645_B2,-1
662,126_1306777102824_C1,-1
663,126_1306777102824_D1,-1
664,127_1306764300147_D,-1
665,128_1306344005749_C,1
666,129_1306344506305_B,-1
667,130_1306347376079_A,-1
668,132_1306758754432_A,-1
669,132_1306758754432_B,-1
670,132_1306758754432_D,-1
671,134_1306428161797_A,-1
672,134_1306428161797_B,-1
673,135_1306428972976_D,1
674,136_1306429977501_A,-1
675,136_1306429977501_D,-1
676,137_1306764999211_A,-1
677,137_1306764999211_B1,-1
678,137_1306764999211_D2,-1
679,138_1306762146980_C,1
680,139_1306519274653_B,-1
681,139_1306519274653_C,-1
682,141_1306520154450_A,-1
683,141_1306520154450_D,-1
684,142_1306763049574_C,-1
685,143_1306763822290_D,-1
686,144_1306522408528_A,-1
687,145_1307987561278_A,-1
688,145_1307987561278_D,-1
689,146_1306778707532_C,-1
690,146_1306778707532_D31,-1
691,147_1306523973811_D,1
692,148_1306768801551_A,-1
693,148_1306768801551_C,-1
694,148_1306768801551_D,-1
695,149_1306776016110_C,-1
696,150_1306776340746_D,-1
697,151_1306779785624_A1,-1
698,152_1306779561195_B,-1
699,152_1306779561195_C,-1
700,152_1306779561195_D1,-1
701,153_1306848820671_D,-1
702,154_1306935608852_A,-1
703,154_1306935608852_A2,-1
704,154_1306935608852_D1,1
705,155_1306935902813_B,-1
706,155_1306935902813_B2,-1
707,155_1306935902813_D,-1
708,156_1306936373241_C,1
709,156_1306936373241_D,1
710,157_1306937583792_C,-1
711,159_1307018640315_C,-1
712,160_1307100683334_C,1
713,161_1307101199321_D,1
714,162_1307101835989_C,1
715,163_1307104470471_B,-1
716,163_1307104470471_B1,-1
717,163_1307104470471_D,-1
718,164_1307106095995_D,1
719,165_1307109069581_B,1
720,167_1307111318050_C1,-1
721,167_1307111318050_D,-1
722,169_1307970398039_B,-1
723,169_1307970398039_C1,-1
724,170_1307970562729_D,-1
725,171_1307971016233_C,1
726,172_1307971284351_C,-1
727,172_1307971284351_D,-1
728,173_1307973611151_D,-1
729,174_1307987737137_C,-1
730,175_1307987962616_C,-1
731,176_1307988171173_A1,-1
732,176_1307988171173_C,-1
733,176_1307988171173_C1,-1
734,177_1307989650056_C,-1
735,178_1307989887769_A,-1
736,179_1307990076841_D1,-1
737,180_1307990956284_B,1
738,180_1307990956284_D,-1
739,184_1308073010307_C,-1
740,186_1308073648738_C,-1
741,186_1308073648738_D1,-1
742,187_1308073994223_C,-1
743,189_1308075231945_A,-1
744,189_1308075231945_C,-1
745,191_1308077299430_C,1
746,191_1308077299430_D,-1
747,193_1308078104592_A,1
748,193_1308078104592_D,1
749,195_1308140095331_D,1
750,196_1308141034858_D,1
751,197_1308141235553_B,1
752,200_1308144251434_C1,1
753,201_1308144942432_B,1
754,202_1308145175747_B,-1
755,203_1308162026258_C,1
756,204_1308159229275_B1,1
757,206_1308159601959_C1,1
758,207_1308159792607_B3,-1
759,209_1308162216750_B,1
760,209_1308162216750_C,-1
761,210_1308162935880_D,-1
762,212_1308245076477_C,-1
763,213_1308245263936_B,1
764,214_1308245489717_A1,-1
765,215_1308245664733_D,1
766,216_1308245839516_B1,1
767,217_1308246111629_A,-1
768,217_1308246111629_B,-1
769,217_1308246111629_D,-1
770,220_1308250132896_A,-1
771,222_1308336218979_B,-1
772,227_1308594233667_D,1
773,229_1308594979317_C,-1
774,231_1308748318393_B,1
775,231_1308748318393_C,1
776,232_1308748524018_A1,-1
777,232_1308748524018_D,-1
778,235_1308749032454_C1,1
779,235_1308749032454_D1,-1
780,237_1308750231222_C1,1
781,239_1309195730333_D,1
782,240_1309196119795_D,1
783,242_1309197394064_A,1
784,242_1309197394064_C,1
785,243_1309197760898_D,1
786,245_1309198844065_A,-1
787,245_1309200438094_C,1
788,248_1309201683806_B,1
789,248_1309201683806_D,1
790,254_1309350589009_B,1
791,255_1309351210897_B,-1
792,259_1309352630271_B,-1
793,260_1309353164458_A,1
794,262_1309355283807_B,-1
795,264_1309356143724_A,-1
796,268_1309368960960_A,-1
797,268_1309368960960_E,1
798,270_1309369533040_D,-1
799,271_1309369876160_B,-1
800,272_1309370164386_B,1
801,274_1311075637574_C,-1
802,278_1311163365896_C,-1
803,278_1311163365896_D,-1
804,280_1311165195344_B,-1
805,281_1311165683454_C,1
806,282_1311166081161_D,-1
807,284_1311168471850_C,1
808,286_1311170606028_B,-1
809,287_1311170903290_D,1
810,288_1311164615284_B,1
811,290_1311182875320_B,-1
812,293_1311680805936_B,1
813,293_1311680805936_B2,1
814,294_1311681084248_D,-1
815,296_1311682952647_A,-1
816,296_1311682952647_B,-1
817,300_1311772096120_B,1
818,300_1311772096120_C,-1
819,300_1311772096120_D,-1
